full_name,member_title,last_name,state,party_name,chamber,year_start,year_end,member_id
Ray LaHood,Representative,LaHood,Illinois,Republican,House,1995,2009,1438
Ray Thornton,Representative,Thornton,Arkansas,Democratic,House,1973,1997,1439
Raymond J. McGrath,Representative,McGrath,New York,Republican,House,1981,1993,1440
Reid J. Ribble,Representative,Ribble,Wisconsin,Republican,House,2011,2017,1441
Renee L. Ellmers,Representative,Ellmers,North Carolina,Republican,House,2011,2017,1442
Ric Keller,Representative,Keller,Florida,Republican,House,2001,2009,1443
Richard A. Gephardt,Representative,Gephardt,Missouri,Democratic,House,1977,2005,1444
Richard B. Nugent,Representative,Nugent,Florida,Republican,House,2011,2017,1445
Richard B. Ray,Representative,Ray,Georgia,Democratic,House,1983,1993,1446
Richard Blumenthal,Senator,Blumenthal,Connecticut,Democratic,Senate,2011,2020,1447
Richard Burr,Senator,Burr,North Carolina,Republican,House,1995,2005,1448
Richard Burr,Senator,Burr,North Carolina,Republican,Senate,2005,2020,1449
Richard C. Shelby,Senator,Shelby,Alabama,Republican,House,1979,1987,1450
Richard C. Shelby,Senator,Shelby,Alabama,Republican,Senate,1987,2020,1451
Richard E. Neal,Representative,Neal,Massachusetts,Democratic,House,1989,2020,1452
Richard G. Lugar,Senator,Lugar,Indiana,Republican,Senate,1977,2013,1453
Richard H. Baker,Representative,Baker,Louisiana,Republican,House,1987,2008,1454
Richard H. Bryan,Senator,Bryan,Nevada,Democratic,Senate,1989,2001,1455
Richard H. Lehman,Representative,Lehman,California,Democratic,House,1983,1995,1456
Richard H. Stallings,Representative,Stallings,Idaho,Democratic,House,1985,1993,1457
Richard Hudson,Representative,Hudson,North Carolina,Republican,House,2013,2020,1458
Richard J. Durbin,Senator,Durbin,Illinois,Democratic,House,1983,1997,1459
Richard J. Durbin,Senator,Durbin,Illinois,Democratic,Senate,1997,2020,1460
Richard K. Armey,Representative,Armey,Texas,Republican,House,1985,2003,1461
Richard L. Hanna,Representative,Hanna,New York,Republican,House,2011,2017,1462
Richard M. Nolan,Representative,Nolan,Minnesota,Democratic,House,1975,2019,1463
Richard T. Schulze,Representative,Schulze,Pennsylvania,Republican,House,1975,1993,1464
Richard W. Pombo,Representative,Pombo,California,Republican,House,1993,2007,1465
Rick Berg,Representative,Berg,North Dakota,Republican,House,2011,2013,1466
Rick Boucher,Representative,Boucher,Virginia,Democratic,House,1983,2011,1467
Rick Hill,Representative,Hill,Montana,Republican,House,1997,2001,1468
Rick Larsen,Representative,Larsen,Washington,Democratic,House,2001,2020,1469
Rick Lazio,Representative,Lazio,New York,Republican,House,1993,2001,1470
Rick Renzi,Representative,Renzi,Arizona,Republican,House,2003,2009,1471
Rick Santorum,Senator,Santorum,Pennsylvania,Republican,House,1991,1995,1472
Rick Santorum,Senator,Santorum,Pennsylvania,Republican,Senate,1995,2007,1473
Rick Scott,Senator,Scott,Florida,Republican,Senate,2019,2020,1474
Rick W. Allen,Representative,Allen,Georgia,Republican,House,2015,2020,1475
Rick White,Representative,White,Washington,Republican,House,1995,1999,1476
Ro Khanna,Representative,Khanna,California,Democratic,House,2017,2020,1477
Rob Bishop,Representative,Bishop,Utah,Republican,House,2003,2020,1478
Rob Portman,Senator,Portman,Ohio,Republican,House,1993,2007,1479
Rob Portman,Senator,Portman,Ohio,Republican,Senate,2011,2020,1480
Rob Simmons,Representative,Simmons,Connecticut,Republican,House,2001,2007,1481
Rob Woodall,Representative,Woodall,Georgia,Republican,House,2011,2020,1482
Robert A. Borski,Representative,Borski,Pennsylvania,Democratic,House,1983,2003,1483
Robert A. Brady,Representative,Brady,Pennsylvania,Democratic,House,1997,2019,1484
Robert A. Roe,Representative,Roe,New Jersey,Democratic,House,1969,1993,1485
Robert A. Underwood,Delegate,Underwood,Guam,Democratic,House,1993,2003,1486
Robert A. Weygand,Representative,Weygand,Rhode Island,Democratic,House,1997,2001,1487
Robert B. Aderholt,Representative,Aderholt,Alabama,Republican,House,1997,2020,1488
"Robert C. ""Bobby"" Scott",Representative,Scott,Virginia,Democratic,House,1993,2020,1489
Robert C. Byrd,Senator,Byrd,West Virginia,Democratic,House,1953,1959,1490
Robert C. Byrd,Senator,Byrd,West Virginia,Democratic,Senate,1959,2010,1491
Robert C. Krueger,Senator,Krueger,Texas,Democratic,House,1975,1979,1492
Robert C. Krueger,Senator,Krueger,Texas,Democratic,Senate,1993,1995,1493
"Robert E. (Bud), Jr. Cramer",Representative,Cramer,Alabama,Democratic,House,1991,2009,1494
Robert E. Andrews,Representative,Andrews,New Jersey,Democratic,House,1989,2014,1495
Robert E. Badham,Representative,Badham,California,Republican,House,1977,1989,1496
Robert E. Latta,Representative,Latta,Ohio,Republican,House,2007,2020,1497
"Robert E., Jr. Wise",Representative,Wise,West Virginia,Democratic,House,1983,2001,1498
Robert F. Bennett,Senator,Bennett,Utah,Republican,Senate,1993,2011,1499
Robert G. Torricelli,Senator,Torricelli,New Jersey,Democratic,House,1983,1997,1500
Robert G. Torricelli,Senator,Torricelli,New Jersey,Democratic,Senate,1997,2003,1501
Robert Garcia,Representative,Garcia,New York,Democratic,House,1977,1991,1502
Robert H. Michel,Representative,Michel,Illinois,Republican,House,1957,1995,1503
Robert Hurt,Representative,Hurt,Virginia,Republican,House,2011,2017,1504
Robert J. Dold,Representative,Dold,Illinois,Republican,House,2011,2017,1505
Robert J. Dole,Senator,Dole,Kansas,Republican,House,1961,1969,1506
Robert J. Dole,Senator,Dole,Kansas,Republican,Senate,1969,1997,1507
Robert J. Lagomarsino,Representative,Lagomarsino,California,Republican,House,1973,1993,1508
Robert J. Mrazek,Representative,Mrazek,New York,Democratic,House,1983,1993,1509
Robert J. Wittman,Representative,Wittman,Virginia,Republican,House,2007,2020,1510
Robert K. Dornan,Representative,Dornan,California,Republican,House,1977,1997,1511
Robert L. Turner,Representative,Turner,New York,Republican,House,2011,2013,1512
"Robert L., Jr. Ehrlich",Representative,Ehrlich,Maryland,Republican,House,1995,2003,1513
Robert M. (Robin) Tallon,Representative,Tallon,South Carolina,Democratic,House,1983,1993,1514
Robert Menendez,Senator,Menendez,New Jersey,Democratic,House,1993,2006,1515
Robert Menendez,Senator,Menendez,New Jersey,Democratic,Senate,2006,2020,1516
"Robert P., Jr. Casey",Senator,Casey,Pennsylvania,Democratic,Senate,2007,2020,1517
Robert Pittenger,Representative,Pittenger,North Carolina,Republican,House,2013,2019,1518
Robert S. Walker,Representative,Walker,Pennsylvania,Republican,House,1977,1997,1519
Robert Smith,Representative,Smith,Oregon,Republican,House,1983,1999,1520
Robert T. Matsui,Representative,Matsui,California,Democratic,House,1979,2004,1521
Robert T. Schilling,Representative,Schilling,Illinois,Republican,House,2011,2013,1522
Robert T. Stafford,Senator,Stafford,Vermont,Republican,House,1961,1971,1523
Robert T. Stafford,Senator,Stafford,Vermont,Republican,Senate,1971,1989,1524
Robert W. Davis,Representative,Davis,Michigan,Republican,House,1979,1993,1525
Robert W. Kastenmeier,Representative,Kastenmeier,Wisconsin,Democratic,House,1959,1991,1526
Robert W. Ney,Representative,Ney,Ohio,Republican,House,1995,2007,1527
"Robert W., Jr. Kasten",Senator,Kasten,Wisconsin,Republican,House,1975,1979,1528
"Robert W., Jr. Kasten",Senator,Kasten,Wisconsin,Republican,Senate,1981,1993,1529
Robert Wexler,Representative,Wexler,Florida,Democratic,House,1997,2010,1530
Robin Hayes,Representative,Hayes,North Carolina,Republican,House,1999,2009,1531
Robin L. Kelly,Representative,Kelly,Illinois,Democratic,House,2013,2020,1532
Rod Blum,Representative,Blum,Iowa,Republican,House,2015,2019,1533
Rod D. Chandler,Representative,Chandler,Washington,Republican,House,1983,1993,1534
Rod Grams,Senator,Grams,Minnesota,Republican,House,1993,1995,1535
Rod Grams,Senator,Grams,Minnesota,Republican,Senate,1995,2001,1536
Rod R. Blagojevich,Representative,Blagojevich,Illinois,Democratic,House,1997,2003,1537
Rodney Alexander,Representative,Alexander,Louisiana,Republican,House,2003,2013,1538
Rodney Davis,Representative,Davis,Illinois,Republican,House,2013,2020,1539
Rodney P. Frelinghuysen,Representative,Frelinghuysen,New Jersey,Republican,House,1995,2019,1540
Roger F. Wicker,Senator,Wicker,Mississippi,Republican,House,1995,2007,1541
Roger F. Wicker,Senator,Wicker,Mississippi,Republican,Senate,2007,2020,1542
Roger W. Marshall,Representative,Marshall,Kansas,Republican,House,2017,2020,1543
Roger Williams,Representative,Williams,Texas,Republican,House,2013,2020,1544
Roland Burris,Senator,Burris,Illinois,Democratic,Senate,2009,2010,1545
Romano L. Mazzoli,Representative,Mazzoli,Kentucky,Democratic,House,1971,1995,1546
Ron Barber,Representative,Barber,Arizona,Democratic,House,2012,2015,1547
Ron DeSantis,Representative,DeSantis,Florida,Republican,House,2013,2018,1548
Ron Estes,Representative,Estes,Kansas,Republican,House,2017,2020,1549
Ron Johnson,Senator,Johnson,Wisconsin,Republican,Senate,2011,2020,1550
Ron Kind,Representative,Kind,Wisconsin,Democratic,House,1997,2020,1551
Ron Klein,Representative,Klein,Florida,Democratic,House,2007,2011,1552
Ron Klink,Representative,Klink,Pennsylvania,Democratic,House,1993,2001,1553
Ron Lewis,Representative,Lewis,Kentucky,Republican,House,1993,2009,1554
Ron Marlenee,Representative,Marlenee,Montana,Republican,House,1977,1993,1555
Ron Packard,Representative,Packard,California,Republican,House,1983,2001,1556
Ron Paul,Representative,Paul,Texas,Republican,House,1975,1985,1557
Ron Wright,Representative,Wright,Texas,Republican,House,2019,2020,1558
Ron Wyden,Senator,Wyden,Oregon,Democratic,House,1981,1996,1559
Ron Wyden,Senator,Wyden,Oregon,Democratic,Senate,1996,2020,1560
Ron de Lugo,Delegate,de Lugo,Virgin Islands,Democratic,House,1973,1995,1561
Ronald D. Coleman,Representative,Coleman,Texas,Democratic,House,1983,1997,1562
Ronald K. Machtley,Representative,Machtley,Rhode Island,Republican,House,1989,1995,1563
Ronald V. Dellums,Representative,Dellums,California,Democratic,House,1971,1999,1564
Ronnie G. Flippo,Representative,Flippo,Alabama,Democratic,House,1977,1991,1565
Ronnie Shows,Representative,Shows,Mississippi,Democratic,House,1999,2003,1566
Rosa L. DeLauro,Representative,DeLauro,Connecticut,Democratic,House,1991,2020,1567
Roscoe G. Bartlett,Representative,Bartlett,Maryland,Republican,House,1993,2013,1568
Ross Spano,Representative,Spano,Florida,Republican,House,2019,2020,1569
Roy Blunt,Senator,Blunt,Missouri,Republican,House,1997,2011,1570
Roy Blunt,Senator,Blunt,Missouri,Republican,Senate,2011,2020,1571
Roy Dyson,Representative,Dyson,Maryland,Democratic,House,1981,1991,1572
Ruben Gallego,Representative,Gallego,Arizona,Democratic,House,2015,2020,1573
Ruben Hinojosa,Representative,Hinojosa,Texas,Democratic,House,1997,2017,1574
Ruben J. Kihuen,Representative,Kihuen,Nevada,Democratic,House,2017,2019,1575
Rudy Boschwitz,Senator,Boschwitz,Minnesota,Republican,Senate,1979,1991,1576
Rush Holt,Representative,Holt,New Jersey,Democratic,House,1999,2015,1577
Russ Carnahan,Representative,Carnahan,Missouri,Democratic,House,2005,2013,1578
Russ Fulcher,Representative,Fulcher,Idaho,Republican,House,2019,2020,1579
Russell D. Feingold,Senator,Feingold,Wisconsin,Democratic,Senate,1993,2011,1580
Ryan A. Costello,Representative,Costello,Pennsylvania,Republican,House,2015,2019,1581
Ryan K. Zinke,Representative,Zinke,Montana,Republican,House,2015,2017,1582
S. William Green,Representative,Green,New York,Republican,House,1977,1993,1583
Sala Burton,Representative,Burton,California,Democratic,House,1983,1989,1584
Salud O. Carbajal,Representative,Carbajal,California,Democratic,House,2017,2020,1585
Sam Brownback,Senator,Brownback,Kansas,Republican,House,1995,1996,1586
Sam Brownback,Senator,Brownback,Kansas,Republican,Senate,1997,2011,1587
Sam Coppersmith,Representative,Coppersmith,Arizona,Democratic,House,1993,1995,1588
Sam Farr,Representative,Farr,California,Democratic,House,1993,2017,1589
Sam Gejdenson,Representative,Gejdenson,Connecticut,Democratic,House,1981,2001,1590
Sam Gibbons,Representative,Gibbons,Florida,Democratic,House,1963,1997,1591
Sam Graves,Representative,Graves,Missouri,Republican,House,2001,2020,1592
Sam Johnson,Representative,Johnson,Texas,Republican,House,1991,2019,1593
Sam Nunn,Senator,Nunn,Georgia,Democratic,Senate,1971,1997,1594
Samuel S. Stratton,Representative,Stratton,New York,Democratic,House,1959,1989,1595
Sander M. Levin,Representative,Levin,Michigan,Democratic,House,1983,2019,1596
Sandy Adams,Representative,Adams,Florida,Republican,House,2011,2013,1597
"Sanford D., Jr. Bishop",Representative,Bishop,Georgia,Democratic,House,1993,2020,1598
Saxby Chambliss,Senator,Chambliss,Georgia,Republican,House,1995,2003,1599
Saxby Chambliss,Senator,Chambliss,Georgia,Republican,Senate,2003,2015,1600
Scott DesJarlais,Representative,DesJarlais,Tennessee,Republican,House,2011,2020,1601
Scott Garrett,Representative,Garrett,New Jersey,Republican,House,2003,2017,1602
Scott H. Peters,Representative,Peters,California,Democratic,House,2013,2020,1603
Scott L. Klug,Representative,Klug,Wisconsin,Republican,House,1991,1999,1604
Scott McInnis,Representative,McInnis,Colorado,Republican,House,1993,2005,1605
Scott Murphy,Representative,Murphy,New York,Democratic,House,2009,2011,1606
Scott P. Brown,Senator,Brown,Massachusetts,Republican,Senate,2010,2013,1607
Scott Perry,Representative,Perry,Pennsylvania,Republican,House,2013,2020,1608
Scott R. Tipton,Representative,Tipton,Colorado,Republican,House,2011,2020,1609
Scott Taylor,Representative,Taylor,Virginia,Republican,House,2017,2019,1610
Scotty Baesler,Representative,Baesler,Kentucky,Democratic,House,1993,1999,1611
Sean Casten,Representative,Casten,Illinois,Democratic,House,2019,2020,1612
Sean P. Duffy,Representative,Duffy,Wisconsin,Republican,House,2011,2019,1613
Sean Patrick Maloney,Representative,Maloney,New York,Democratic,House,2013,2020,1614
Seth Moulton,Representative,Moulton,Massachusetts,Democratic,House,2015,2020,1615
Sharice Davids,Representative,Davids,Kansas,Democratic,House,2019,2020,1616
Sheila Frahm,Senator,Frahm,Kansas,Republican,Senate,1995,1997,1617
Sheila Jackson Lee,Representative,Jackson Lee,Texas,Democratic,House,1995,2020,1618
Sheldon Whitehouse,Senator,Whitehouse,Rhode Island,Democratic,Senate,2007,2020,1619
Shelley Berkley,Representative,Berkley,Nevada,Democratic,House,1999,2013,1620
Shelley Moore Capito,Senator,Capito,West Virginia,Republican,House,2001,2015,1621
Shelley Moore Capito,Senator,Capito,West Virginia,Republican,Senate,2015,2020,1622
Shelley Sekula Gibbs,Representative,Sekula Gibbs,Texas,Republican,House,2005,2007,1623
Sherrod Brown,Senator,Brown,Ohio,Democratic,House,1993,2007,1624
Sherrod Brown,Senator,Brown,Ohio,Democratic,Senate,2007,2020,1625
Sherwood Boehlert,Representative,Boehlert,New York,Republican,House,1983,2007,1626
Sid Morrison,Representative,Morrison,Washington,Republican,House,1981,1993,1627
Sidney R. Yates,Representative,Yates,Illinois,Democratic,House,1949,1999,1628
Silvestre Reyes,Representative,Reyes,Texas,Democratic,House,1997,2013,1629
Silvio O. Conte,Representative,Conte,Massachusetts,Republican,House,1959,1993,1630
Slade Gorton,Senator,Gorton,Washington,Republican,Senate,1981,2001,1631
Solomon P. Ortiz,Representative,Ortiz,Texas,Democratic,House,1983,2011,1632
Sonny Bono,Representative,Bono,California,Republican,House,1995,1999,1633
Sonny Callahan,Representative,Callahan,Alabama,Republican,House,1985,2003,1634
Spark M. Matsunaga,Senator,Matsunaga,Hawaii,Democratic,House,1963,1977,1635
Spark M. Matsunaga,Senator,Matsunaga,Hawaii,Democratic,Senate,1977,1991,1636
Spencer Abraham,Senator,Abraham,Michigan,Republican,Senate,1995,2001,1637
Spencer Bachus,Representative,Bachus,Alabama,Republican,House,1993,2015,1638
Stacey E. Plaskett,Delegate,Plaskett,Virgin Islands,Democratic,House,2015,2020,1639
Stanford E. (Stan) Parris,Representative,Parris,Virginia,Republican,House,1973,1991,1640
Steny H. Hoyer,Representative,Hoyer,Maryland,Democratic,House,1981,2020,1641
Stephanie Herseth Sandlin,Representative,Herseth Sandlin,South Dakota,Democratic,House,2004,2011,1642
Stephanie N. Murphy,Representative,Murphy,Florida,Democratic,House,2017,2020,1643
Stephanie Tubbs Jones,Representative,Jones,Ohio,Democratic,House,1999,2008,1644
Stephen F. Lynch,Representative,Lynch,Massachusetts,Democratic,House,2001,2020,1645
Stephen Horn,Representative,Horn,California,Republican,House,1993,2003,1646
Stephen J. Solarz,Representative,Solarz,New York,Democratic,House,1975,1993,1647
Stephen Knight,Representative,Knight,California,Republican,House,2015,2019,1648
Stephen L. Neal,Representative,Neal,North Carolina,Democratic,House,1975,1995,1649
Stephen Lee Fincher,Representative,Fincher,Tennessee,Republican,House,2011,2017,1650
Stevan Pearce,Representative,Pearce,New Mexico,Republican,House,2003,2019,1651
Steve Austria,Representative,Austria,Ohio,Republican,House,2009,2013,1652
Steve Bartlett,Representative,Bartlett,Texas,Republican,House,1983,1993,1653
Steve Buyer,Representative,Buyer,Indiana,Republican,House,1993,2011,1654
Steve Chabot,Representative,Chabot,Ohio,Republican,House,1995,2020,1655
Steve Cohen,Representative,Cohen,Tennessee,Democratic,House,2007,2020,1656
Steve Daines,Senator,Daines,Montana,Republican,House,2013,2015,1657
Steve Daines,Senator,Daines,Montana,Republican,Senate,2015,2020,1658
Steve Driehaus,Representative,Driehaus,Ohio,Democratic,House,2009,2011,1659
Steve Gunderson,Representative,Gunderson,Wisconsin,Republican,House,1981,1997,1660
Steve II Southerland,Representative,Southerland,Florida,Republican,House,2011,2015,1661
Steve Israel,Representative,Israel,New York,Democratic,House,2001,2017,1662
Steve Kagen,Representative,Kagen,Wisconsin,Democratic,House,2007,2011,1663
Steve King,Representative,King,Iowa,Republican,House,2003,2020,1664
Steve Largent,Representative,Largent,Oklahoma,Republican,House,1993,2002,1665
Steve Russell,Representative,Russell,Oklahoma,Republican,House,2015,2019,1666
Steve Scalise,Representative,Scalise,Louisiana,Republican,House,2008,2020,1667
Steve Stivers,Representative,Stivers,Ohio,Republican,House,2011,2020,1668
Steve Stockman,Representative,Stockman,Texas,Republican,House,1995,2015,1669
Steve Watkins,Representative,Watkins,Kansas,Republican,House,2019,2020,1670
Steve Womack,Representative,Womack,Arkansas,Republican,House,2011,2020,1671
Steven C. LaTourette,Representative,LaTourette,Ohio,Republican,House,1995,2013,1672
Steven D. Symms,Senator,Symms,Idaho,Republican,House,1973,1981,1673
Steven D. Symms,Senator,Symms,Idaho,Republican,Senate,1981,1993,1674
Steven Horsford,Representative,Horsford,Nevada,Democratic,House,2013,2020,1675
Steven M. Palazzo,Representative,Palazzo,Mississippi,Republican,House,2011,2020,1676
Steven R. Rothman,Representative,Rothman,New Jersey,Democratic,House,1997,2013,1677
Steven Schiff,Representative,Schiff,New Mexico,Republican,House,1989,1999,1678
Steven T. Kuykendall,Representative,Kuykendall,California,Republican,House,1999,2001,1679
Stewart B. McKinney,Representative,McKinney,Connecticut,Republican,House,1971,1989,1680
Strom Thurmond,Senator,Thurmond,South Carolina,Republican,Senate,1953,2003,1681
Sue W. Kelly,Representative,Kelly,New York,Republican,House,1995,2007,1682
Sue Wilkins Myrick,Representative,Myrick,North Carolina,Republican,House,1995,2013,1683
Susan A. Davis,Representative,Davis,California,Democratic,House,2001,2020,1684
Susan M. Collins,Senator,Collins,Maine,Republican,Senate,1997,2020,1685
Susan Molinari,Representative,Molinari,New York,Republican,House,1989,1999,1686
Susan W. Brooks,Representative,Brooks,Indiana,Republican,House,2013,2020,1687
Susan Wild,Representative,Wild,Pennsylvania,Democratic,House,2018,2020,1688
Susie Lee,Representative,Lee,Nevada,Democratic,House,2019,2020,1689
Suzan K. DelBene,Representative,DelBene,Washington,Democratic,House,2012,2020,1690
Suzanne Bonamici,Representative,Bonamici,Oregon,Democratic,House,2012,2020,1691
Suzanne M. Kosmas,Representative,Kosmas,Florida,Democratic,House,2009,2011,1692
Sylvia R. Garcia,Representative,Garcia,Texas,Democratic,House,2019,2020,1693
TJ Cox,Representative,Cox,California,Democratic,House,2019,2020,1694
Tammy Baldwin,Senator,Baldwin,Wisconsin,Democratic,House,1999,2013,1695
Tammy Baldwin,Senator,Baldwin,Wisconsin,Democratic,Senate,2013,2020,1696
Tammy Duckworth,Senator,Duckworth,Illinois,Democratic,House,2013,2017,1697
Tammy Duckworth,Senator,Duckworth,Illinois,Democratic,Senate,2017,2020,1698
Ted Budd,Representative,Budd,North Carolina,Republican,House,2017,2020,1699
Ted Cruz,Senator,Cruz,Texas,Republican,Senate,2013,2020,1700
Ted Lieu,Representative,Lieu,California,Democratic,House,2015,2020,1701
Ted Poe,Representative,Poe,Texas,Republican,House,2005,2019,1702
Ted S. Yoho,Representative,Yoho,Florida,Republican,House,2013,2020,1703
Ted Stevens,Senator,Stevens,Alaska,Republican,Senate,1967,2009,1704
Ted Strickland,Representative,Strickland,Ohio,Democratic,House,1993,2007,1705
Ted Weiss,Representative,Weiss,New York,Democratic,House,1977,1993,1706
Terri A. Sewell,Representative,Sewell,Alabama,Democratic,House,2011,2020,1707
Terry Everett,Representative,Everett,Alabama,Republican,House,1993,2009,1708
Terry L. Bruce,Representative,Bruce,Illinois,Democratic,House,1985,1993,1709
Terry Sanford,Senator,Sanford,North Carolina,Democratic,Senate,1985,1993,1710
Thad Cochran,Senator,Cochran,Mississippi,Republican,House,1973,1979,1711
Thad Cochran,Senator,Cochran,Mississippi,Republican,Senate,1979,2018,1712
Thaddeus G. McCotter,Representative,McCotter,Michigan,Republican,House,2003,2012,1713
Thelma D. Drake,Representative,Drake,Virginia,Republican,House,2005,2009,1714
Theodore E. Deutch,Representative,Deutch,Florida,Democratic,House,2010,2020,1715
Thom Tillis,Senator,Tillis,North Carolina,Republican,Senate,2015,2020,1716
Thomas A. Daschle,Senator,Daschle,South Dakota,Democratic,House,1979,1987,1717
Thomas A. Daschle,Senator,Daschle,South Dakota,Democratic,Senate,1987,2005,1718
Thomas A. Luken,Representative,Luken,Ohio,Democratic,House,1973,1991,1719
"Thomas A., Jr. Garrett",Representative,Garrett,Virginia,Republican,House,2017,2019,1720
Thomas E. Petri,Representative,Petri,Wisconsin,Republican,House,1979,2015,1721
Thomas F. Lewis,Representative,Lewis,Florida,Republican,House,1983,1995,1722
Thomas G. Tancredo,Representative,Tancredo,Colorado,Republican,House,1999,2009,1723
Thomas H. Allen,Representative,Allen,Maine,Democratic,House,1997,2009,1724
Thomas H. Andrews,Representative,Andrews,Maine,Democratic,House,1991,1995,1725
Thomas J. (Jerry) Huckaby,Representative,Huckaby,Louisiana,Democratic,House,1977,1993,1726
Thomas J. Downey,Representative,Downey,New York,Democratic,House,1975,1993,1727
Thomas J. Manton,Representative,Manton,New York,Democratic,House,1985,1999,1728
Thomas J. Ridge,Representative,Ridge,Pennsylvania,Republican,House,1983,1995,1729
Thomas J. Rooney,Representative,Rooney,Florida,Republican,House,2009,2019,1730
Thomas Joseph Tauke,Representative,Tauke,Iowa,Republican,House,1979,1991,1731
Thomas M. Barrett,Representative,Barrett,Wisconsin,Democratic,House,1993,2003,1732
Thomas M. Foglietta,Representative,Foglietta,Pennsylvania,Democratic,House,1981,1999,1733
Thomas M. Reynolds,Representative,Reynolds,New York,Republican,House,1999,2009,1734
Thomas MacArthur,Representative,MacArthur,New Jersey,Republican,House,2015,2019,1735
Thomas Massie,Representative,Massie,Kentucky,Republican,House,2012,2020,1736
Thomas McMillen,Representative,McMillen,Maryland,Democratic,House,1987,1993,1737
Thomas P. Tiffany,Representative,Tiffany,Wisconsin,Republican,House,2020,2020,1738
Thomas R. Carper,Senator,Carper,Delaware,Democratic,House,1983,1993,1739
Thomas R. Carper,Senator,Carper,Delaware,Democratic,Senate,2001,2020,1740
Thomas R. Suozzi,Representative,Suozzi,New York,Democratic,House,2017,2020,1741
Thomas S. Foley,Representative,Foley,Washington,Democratic,House,1965,1995,1742
Thomas S.P. Perriello,Representative,Perriello,Virginia,Democratic,House,2009,2011,1743
Thomas W. Ewing,Representative,Ewing,Illinois,Republican,House,1991,2001,1744
Tillie Fowler,Representative,Fowler,Florida,Republican,House,1993,2001,1745
Tim Burchett,Representative,Burchett,Tennessee,Republican,House,2019,2020,1746
Tim Griffin,Representative,Griffin,Arkansas,Republican,House,2011,2015,1747
Tim Holden,Representative,Holden,Pennsylvania,Democratic,House,1993,2013,1748
Tim Huelskamp,Representative,Huelskamp,Kansas,Republican,House,2011,2017,1749
Tim Hutchinson,Senator,Hutchinson,Arkansas,Republican,House,1993,1997,1750
Tim Hutchinson,Senator,Hutchinson,Arkansas,Republican,Senate,1997,2003,1751
Tim Johnson,Senator,Johnson,South Dakota,Democratic,House,1987,1997,1752
Tim Johnson,Senator,Johnson,South Dakota,Democratic,Senate,1997,2015,1753
Tim Kaine,Senator,Kaine,Virginia,Democratic,Senate,2013,2020,1754
Tim Mahoney,Representative,Mahoney,Florida,Democratic,House,2007,2009,1755
Tim Murphy,Representative,Murphy,Pennsylvania,Republican,House,2003,2017,1756
Tim Roemer,Representative,Roemer,Indiana,Democratic,House,1991,2003,1757
Tim Ryan,Representative,Ryan,Ohio,Democratic,House,2003,2020,1758
Tim Scott,Senator,Scott,South Carolina,Republican,House,2011,2013,1759
Tim Scott,Senator,Scott,South Carolina,Republican,Senate,2013,2020,1760
Tim Valentine,Representative,Valentine,North Carolina,Democratic,House,1983,1995,1761
Tim Walberg,Representative,Walberg,Michigan,Republican,House,2007,2020,1762
Timothy H. Bishop,Representative,Bishop,New York,Democratic,House,2003,2015,1763
Timothy J. Penny,Representative,Penny,Minnesota,Democratic,House,1983,1995,1764
Timothy J. Walz,Representative,Walz,Minnesota,Democratic,House,2007,2019,1765
Timothy V. Johnson,Representative,Johnson,Illinois,Republican,House,2001,2013,1766
Timothy Wirth,Senator,Wirth,Colorado,Democratic,House,1975,1987,1767
Timothy Wirth,Senator,Wirth,Colorado,Democratic,Senate,1987,1993,1768
Tina Smith,Senator,Smith,Minnesota,Democratic,Senate,2018,2020,1769
Toby Roth,Representative,Roth,Wisconsin,Republican,House,1979,1997,1770
Todd Rokita,Representative,Rokita,Indiana,Republican,House,2011,2019,1771
Todd Russell Platts,Representative,Platts,Pennsylvania,Republican,House,2001,2013,1772
Todd Tiahrt,Representative,Tiahrt,Kansas,Republican,House,1995,2011,1773
Todd Young,Senator,Young,Indiana,Republican,House,2011,2017,1774
Todd Young,Senator,Young,Indiana,Republican,Senate,2017,2020,1775
Tom Barlow,Representative,Barlow,Kentucky,Democratic,House,1993,1995,1776
Tom Bevill,Representative,Bevill,Alabama,Democratic,House,1967,1997,1777
Tom Bliley,Representative,Bliley,Virginia,Republican,House,1981,2001,1778
Tom Campbell,Representative,Campbell,California,Republican,House,1989,2001,1779
Tom Coburn,Senator,Coburn,Oklahoma,Republican,House,1995,2001,1780
Tom Coburn,Senator,Coburn,Oklahoma,Republican,Senate,2005,2015,1781
Tom Cole,Representative,Cole,Oklahoma,Republican,House,2003,2020,1782
Tom Cotton,Senator,Cotton,Arkansas,Republican,House,2013,2015,1783
Tom Cotton,Senator,Cotton,Arkansas,Republican,Senate,2015,2020,1784
Tom Davis,Representative,Davis,Virginia,Republican,House,1995,2008,1785
Tom DeLay,Representative,DeLay,Texas,Republican,House,1985,2007,1786
Tom Emmer,Representative,Emmer,Minnesota,Republican,House,2015,2020,1787
Tom Feeney,Representative,Feeney,Florida,Republican,House,2003,2009,1788
Tom Graves,Representative,Graves,Georgia,Republican,House,2010,2020,1789
Tom Harkin,Senator,Harkin,Iowa,Democratic,House,1975,1985,1790
Tom Harkin,Senator,Harkin,Iowa,Democratic,Senate,1985,2015,1791
Tom Lantos,Representative,Lantos,California,Democratic,House,1981,2008,1792
Tom Latham,Representative,Latham,Iowa,Republican,House,1995,2015,1793
